time,value
0.26057142857142856,56.006493506493506
0.28800000000000003,55.35714285714286
0.31542857142857145,56.006493506493506
0.34285714285714286,56.33116883116883
0.3702857142857143,56.33116883116883
0.3977142857142857,56.65584415584416
0.42514285714285716,56.65584415584416
0.5348571428571429,55.032467532467535
0.5622857142857143,54.05844155844156
0.5897142857142856,53.40909090909091
0.6171428571428571,53.08441558441559
0.7268571428571429,54.38311688311688
0.8091428571428572,56.006493506493506
0.9737142857142858,59.253246753246756
1.0011428571428573,60.55194805194806
1.0285714285714285,61.201298701298704
1.056,60.87662337662337
1.0834285714285714,60.55194805194806
1.1108571428571428,57.62987012987013
1.1382857142857143,57.95454545454546
1.1657142857142857,58.27922077922077
1.193142857142857,58.603896103896105
1.248,59.253246753246756
1.2754285714285714,58.27922077922077
1.3302857142857143,52.435064935064936
1.3577142857142857,52.75974025974026
1.385142857142857,53.73376623376623
1.4125714285714286,54.38311688311688
1.5222857142857142,56.33116883116883
1.6045714285714285,57.95454545454546
1.7691428571428571,59.9025974025974
1.7965714285714287,60.55194805194806
1.8239999999999998,60.87662337662337
1.8514285714285714,60.87662337662337
1.9337142857142857,59.9025974025974
2.016,58.27922077922077
2.0982857142857143,56.65584415584416
2.153142857142857,55.68181818181818
2.1805714285714286,55.35714285714286
2.2902857142857145,55.68181818181818
2.4274285714285715,56.65584415584416
2.5371428571428574,57.62987012987013
2.619428571428571,58.27922077922077
2.6742857142857144,58.92857142857143
2.7565714285714282,58.27922077922077
2.7840000000000003,56.006493506493506
2.838857142857143,54.38311688311688
2.866285714285714,54.05844155844156
2.8937142857142857,53.73376623376623
2.976,54.05844155844156
3.222857142857143,55.35714285714286
3.387428571428572,56.65584415584416
3.5245714285714285,57.62987012987013
3.6068571428571428,57.95454545454546
3.7165714285714286,57.62987012987013
3.7439999999999998,56.980519480519476
3.7714285714285714,55.68181818181818
3.826285714285714,54.05844155844156
3.853714285714285,53.40909090909091
3.9634285714285715,53.40909090909091
4.073142857142857,54.38311688311688
4.128,54.7077922077922
4.2377142857142855,54.38311688311688
4.265142857142857,53.73376623376623
4.292571428571429,52.75974025974026
4.32,52.435064935064936
4.402285714285714,52.75974025974026
4.5120000000000005,54.05844155844156
4.594285714285714,55.35714285714286
4.6491428571428575,56.65584415584416
4.704000000000001,58.92857142857143
4.731428571428571,60.87662337662337
4.7862857142857145,62.5
4.813714285714285,65.09740259740259
4.868571428571428,74.18831168831169
4.978285714285715,79.05844155844156
5.033142857142857,84.57792207792207
5.115428571428572,87.82467532467533
5.1977142857142855,91.3961038961039
5.307428571428572,93.9935064935065
5.3348571428571425,95.94155844155844
5.362285714285714,97.56493506493507
5.444571428571429,98.53896103896103
5.472,98.86363636363636
5.499428571428572,97.8896103896104
5.526857142857143,95.61688311688312
5.554285714285714,94.31818181818183
5.581714285714286,91.72077922077922
5.6091428571428565,89.77272727272727
5.636571428571428,86.2012987012987
5.691428571428572,83.6038961038961
5.718857142857143,80.35714285714286
5.746285714285714,76.46103896103897
5.773714285714286,73.53896103896103
5.828571428571428,71.9155844155844
5.856,68.66883116883116
5.8834285714285715,65.74675324675324
5.910857142857143,63.149350649350644
5.965714285714286,60.22727272727273
6.020571428571428,56.33116883116883
6.048,55.032467532467535
6.0754285714285725,50.81168831168831
6.102857142857143,48.538961038961034
6.130285714285715,47.564935064935064
6.1577142857142855,45.616883116883116
6.185142857142857,43.34415584415584
6.212571428571428,40.0974025974026
6.267428571428571,37.5
6.294857142857143,34.25324675324675
6.322285714285714,17.37012987012987
6.349714285714286,15.0974025974026
6.404571428571428,12.5
6.432,11.85064935064935
6.459428571428571,9.902597402597403
6.4868571428571435,9.253246753246753
6.541714285714286,8.603896103896105
6.651428571428571,10.55194805194805
6.706285714285714,11.85064935064935
6.733714285714286,13.14935064935065
6.761142857142857,14.123376623376624
6.788571428571428,14.44805194805195
6.815999999999999,15.0974025974026
6.843428571428571,14.772727272727273
6.870857142857144,14.44805194805195
6.953142857142857,12.5
6.980571428571428,11.525974025974026
7.007999999999999,11.2012987012987
